TITLE,COMPANY,LOCATION,SALARY
Executive Assistant,NOVEL NUTRIENTS PVT LTD,,
Inside Sales Executive,Simplilearn,,"₹3,00,000 - ₹6,00,000 a month"
Procure to Pay Processing-Service Help Desk - Voice,Accenture,,
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka","₹1,44,000 a year"
Customer Support Executive,MiniJoy,"Bengaluru, Karnataka","₹30,000 - ₹50,000 a month"
PHP Internship Program - [Freshers],Fennec Technologies,,
Executive Accounts,Campus Students Communities Pvt Ltd,,"₹25,000 - ₹30,000 a month"
Data Entry Operator/Computer Operator,AlllSys Software Service,,"₹50,000 - ₹1,00,000 a year"
Power Electronics,OSRAM Continental,,
Accounts cum Admin,HSI Client,,"₹15,000 - ₹20,000 a month"
Marketing executives for curriculum-Immediate requirement,MDN Edify Education Pvt Ltd,,"₹15,000 - ₹35,000 a month"
Building Supervisor,House Of Mandoth,,"₹12,000 - ₹16,000 a month"
"Transmission – Clutch set design, Shifter design",Mercedes-Benz Research and Development India Priva...,,
Office Assistant,Armor group,,"₹10,000 - ₹15,000 a month"
Jr. Accounts Executive,ABAI,,"₹10,000 - ₹14,000 a month"
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka","₹1,44,000 a year"
Customer Support Executive,MiniJoy,"Bengaluru, Karnataka","₹30,000 - ₹50,000 a month"
Store Executive - Ramurthy Nagar,Eastern Mattresses,,
Creative Designer,Bluecat Paper Company,,"₹25,000 - ₹30,000 a month"
Account Processor,Stuta Hr,,"₹14,000 - ₹18,000 a month"
Research Associate,iMatiz,,
Hospital Receptionist : Near Konanakunta Cross,Family Health Care www.mdmctrust.org,,
PR in Social Media,Pixel Pictures Pvt Ltd,,"₹2,80,000 - ₹3,00,000 a year"
Office Administrator,Imagic Creatives Pvt Ltd,,
W00305,Unisys,,
Admission Associate,CSSPL Tech,,
Admin Coordinator,Rambus Infrastructure Private Limited,,"₹10,000 - ₹15,000 a month"
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka","₹1,44,000 a year"
Customer Support Executive,MiniJoy,"Bengaluru, Karnataka","₹30,000 - ₹50,000 a month"
Audit Associte - KRC Audit,KPMG,,
IT Recruiter,PITCS,,"₹15,000 - ₹20,000 a month"
Tier 2 Active Directory & Exchange Support,Digicom Systems Blr Pvt ltd,,
Design Drafter,Flowserve Corporation,,
Project Coordinator,JLL,,
Tekla Checker,HI-Q Design and Detailing Pvt Ltd,,
Medical Representative/ Sales Representative,Nexgen Labs,,"₹16,000 - ₹40,000 a month"
CREDIT APPRAISER- SELF EMPLOYED,HDFC,,
Social Media Executive,Mindblue,,
Help Desk Agent,Kaplan,,
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka","₹1,44,000 a year"
Customer Support Executive,MiniJoy,"Bengaluru, Karnataka","₹30,000 - ₹50,000 a month"
Production School,The Focus,,
Caricature Artist/ Illustrator,MAP Systems,,
Logistics Executive,Samosa Singh,,"₹30,000 - ₹40,000 a month"
E-Commerce Executive,Beauty Concepts,,"₹15,000 - ₹25,000 a month"
quality (furniture),furniture,,"₹40,000 a year"
Immediate requirement for Executive - Facility,Royaloak Incorporation Pvt Ltd,,"₹15,500 - ₹25,000 a month"
BANGALORE - Customer Service Non Voice,Adwit Global,,"₹12,600 - ₹14,500 a month"
POA_4LS_OracleDBA,Fujitsu,,
Finacle customization version 7-Administrator,Wipro LTD,,
Accounts Process Executive,Turtle Bowl Pvt Ltd,,"₹15,000 - ₹25,000 a month"
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka","₹1,44,000 a year"
Customer Support Executive,MiniJoy,"Bengaluru, Karnataka","₹30,000 - ₹50,000 a month"
MySQL / MongoDB Database Administrator,FP Tech Science,,
Patent Agent,MaxVal IP Services,,
Operations Internship,Unacademy,,"₹25,000 a month"
VFX Artist - Mobile Games,PlayGames 24x7 Pvt Ltd,,
Actimize enhancement and support – 8 to 10 years – Bangalore,Capgemini,,
Fashion Design Intern,Tiara by Roshini Shah,,
WEBSPHERE-ADMIN,Larsen & Toubro Infotech Limited,,
Food and Beverage Controller,Conrad Hotels & Resorts,,
Technicians,JSE INFRATECH PVY LTD,,
Graphic Designer,MyAnatomy Integration PVt Ltd,,"₹15,000 - ₹25,000 a month"
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka","₹1,44,000 a year"
Customer Support Executive,MiniJoy,"Bengaluru, Karnataka","₹30,000 - ₹50,000 a month"
Financial Crimes Spec,Wells Fargo,,
Junior Associate,HMT Machine Tools Ltd.,,"₹13,500 a month"
IMMEDIATE OPENING FOR PAYMENT COLLECTIONS EXECUTIVE,ADROIT FCS PVT LTD,,"₹20,000 - ₹25,000 a month"
Hitachi Storage-Administrator,Wipro LTD,,
bpo voice process (English / Hindi),Cemex Management Pvt Ltd,,"₹16,000 - ₹22,000 a month"
AERO STRUCTURES ANALYSIS - NASTRAN / PATRAN / HAND CALCULATI...,ADITS,,
Application Production Support,FIS Global,,
Immediate requirements for customer support associate(CSA),Cemex Management pvt.ltd,,"₹18,200 - ₹24,000 a month"
Counselor,Rooman Technologies,,
Recruiter (Fresher),ThiDiff Technologies,,
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka","₹1,44,000 a year"
Customer Support Executive,MiniJoy,"Bengaluru, Karnataka","₹30,000 - ₹50,000 a month"
Accounts Executive - Immediate Joiner Required,i3 Solutions,,"₹18,000 - ₹20,000 a month"
Trademark Associate,Ediplis,,
Logistics Executive,Smartstorey LLP,,
Showroom Sales Executive,furniture manufacturing company,,"₹25,000 a month"
bpo call center,Cemex Management Pvt Ltd,,"₹14,000 - ₹21,000 a month"
Service Coordinator,Sigma AVIT Technology Solutions Pvt Ltd,,"₹15,000 - ₹20,000 a month"
Veeva Vault CRM,appmocx pvt ltd,,"₹10,00,000 - ₹11,00,000 a year"
MIS Executive,Hiring Buddies,,"₹30,000 - ₹40,000 a year"
Ward Secretary,Apollo Hospitals,,
QA Manual testing,Accion Labs,,
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka","₹1,44,000 a year"
Customer Support Executive,MiniJoy,"Bengaluru, Karnataka","₹30,000 - ₹50,000 a month"
Front Office Executive,Svamitva Infra Pvt Ltd,,"₹18,000 - ₹28,000 a month"
Customer Service Representative,UnitedHealth Group,,
Wedding Photographer,Huego Services Private Limited,,"₹15,000 - ₹25,000 a month"
Customer Support Executive,Kulaja services,,"₹15,000 - ₹20,000 a month"
Administrative Officer,Raman Research Institute,,"₹1,75,000 a month"
Project Designer,Mysore Lights,,
Video Editor,IIHT,,
Customer Support Representative,Transact Global,,"₹25,000 a month"
QA Manual Testing,HealthifyMe Wellness Private Limited,,
SDET,Locus.sh,,
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka","₹1,44,000 a year"
Customer Support Executive,MiniJoy,"Bengaluru, Karnataka","₹30,000 - ₹50,000 a month"
ASW Engnieer,Great Wall India R & D,,
Service Center Engineer-L1 Support,Micro Focus,,
IT Recruiter,Insnap Technologies,,
Warehouse Executive,Firstcry.com,,"₹14,000 - ₹16,000 a month"
Accounts Assistant,South India Beverages Pvt.Ltd,,"₹15,000 - ₹18,000 a month"
PR Executive,Evoc Communications Consulting,,
IT Recruiter,Sapienhr,,"₹12,000 - ₹25,000 a month"
Pr0duction Support 2 to 4 Years Bangalore,Capgemini,,
Travel Advisor,Star Tours & Holidays Pvt. Ltd.,,"₹17,000 - ₹18,000 a month"
Associate-Employability and Education,Tech Mahindra Foundation,,
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka","₹1,44,000 a year"
Customer Support Executive,MiniJoy,"Bengaluru, Karnataka","₹30,000 - ₹50,000 a month"
"Cisco ASA, Firewall",Unitforce Technologies Conslt,,
Relationship Executive,career binder,,"₹15,000 - ₹20,000 a month"
Editorial Assistant,ContentPlant,,"₹15,000 - ₹20,000 a year"
Photo Editor - Fashion Jewelry - E Commerce,Fonte Fashions India Pvt Ltd (Rubans Fashion Jewel...,,"₹1,80,000 - ₹3,50,000 a year"
Front Office Receptionist,Kalp motorworld LLP,,
Executive/Sr.Executive – Billing,Apollo Health and Lifestyle Limited,,"₹22,000 a month"
Receptionist,Indian Telephone Industries Limited,,"₹19,438 a month"
Finance - Controllers - Internal Control Reporting and Analy...,Goldman Sachs,,
Hostel Warden,Campus Students Communities Pvt Ltd,,"₹15,000 - ₹18,000 a month"
Delivery Boy,Xolcano Technologies Pvt Ltd,,"₹13,000 - ₹15,000 a month"
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka","₹1,44,000 a year"
Customer Support Executive,MiniJoy,"Bengaluru, Karnataka","₹30,000 - ₹50,000 a month"
Call Centre Operator,Pinaacle Technologies Pvt Ltd,,"₹12,000 - ₹16,000 a month"
DAY SHIFT JOB -NON VOICE & EMAIL SUPPORT,HGS,,"₹10,000 - ₹30,000 a month"
English Editor,Deluxe Entertainment Services Group,,
Accounts & Administration Executive,Kromtek Systems,,
Merchandiser Denim,Motherland Garments Pvt Ltd,,"₹18,000 - ₹25,000 a month"
Storekeeper,Namma Metro,,"₹15,000 - ₹20,000 a month"
EMC Networker Admin,Nu Second Technogy-Staffing Solutions,,
International Chat ProceSs,Metamorphosis,,"₹3,00,000 - ₹4,00,000 a year"
After Effect Artist,Pinglalbert Technologies Pvt. Ltd.,,"₹15,000 - ₹30,000 a month"
Visa Executive,Tourism Hospitality Travel Services,,"₹5,000 - ₹8,000 a month"
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka","₹1,44,000 a year"
Customer Support Executive,MiniJoy,"Bengaluru, Karnataka","₹30,000 - ₹50,000 a month"
Finance Assistant,MarketOne International,,
Jr. Sales Executive - CNC Machines,Ethereal Machines,,"₹20,000 - ₹35,000 a month"
Immediate Openings for Academic counselor @ Bangalore,ACE CREATIVE LEARNING PVT LTD,,"₹22,000 - ₹25,000 a month"
Non IT Recruiter,Cargill,,
Operations Executive,Awign Enterprises Pvt. Ltd.,,"₹13,500 - ₹25,000 a month"
Hdoop admin - 2 to 6 years - Bangalore,Capgemini,,
Project Coordinator,iSupport,,
Store Supervisor,acreaty Management Consultant,,"₹20,000 - ₹22,000 a month"
Customer Support Executive,LocalRamu online service pvt ltd,,"₹15,000 - ₹20,000 a month"
Cash Applications PA1,Capgemini,,
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka","₹1,44,000 a year"
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Assistant - Dispatch,Huhtamaki Group,,
JavaScript,Accenture,,
"Sr. GM - Sales, Marketing and CRM",Svamitva Infra Pvt Ltd,,"₹15,00,000 - ₹20,00,000 a year"
Marketing Executive,Vijayeesam & Co.,,"₹15,000 - ₹20,000 a month"
Officer Customer Service,Avery Dennison,,
Sr. Associate - Projects,Cognizant,,
Hiring experienced desktop support/L1 &L2 support/Service De...,Tech Mahindra,,"₹2,50,000 - ₹4,00,000 a year"
Medical Health officer @ Nelamangala,Onjob LLP,,"₹45,000 - ₹60,000 a month"
Cashier (Male),"Bodycraft Salon ,Skin & Cosmetology Pvt Ltd",,
Talent Acquisition Executive,OyeSpace,,
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka","₹1,44,000 a year"
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Finance Controller 9yrs to 12 yrs,Capgemini,,
Digital and social media marketer,Mind Blue LLP,,"₹3,00,000 - ₹10,00,000 a year"
Presales,Meddiff Technologies Pvt. ltd.,,"₹6,00,000 - ₹10,00,000 a year"
VMware Administrator,Taurus Hard Soft Solutions Pvt Ltd,,
Business Marketing,Wipro Limited,,
Guest Relations Executive,Sri Sri Tattva Panchakarma,,
Learning Delivery-Scheduling,Accenture,,
CA_SeniorAssociate_Multimedia,EY,,
Regulatory Affairs - CMC,Novo Nordisk,,
Executive Accounts,Taichuang Engineering India Pvt Ltd,,"₹25,000 - ₹35,000 a month"
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka","₹1,44,000 a year"
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
"Community Associate, Bengaluru",WeWork India,,
Program Coordinator,Merittrac,,
Trainee Developers,Dalason Software Solutions,,
P2P Accounts Payable CSR,Momentive,,
Active Directory – 3 to 9 years – Bangalore,Capgemini,,
Delivery Executive,Kann Digital Pvt Ltd,,"₹18,000 - ₹24,000 a month"
ENOVIA,Leuwint technologies,,
SUNDAY DRIVE-Receptionist-Bangalore-HSR layout,Orbis Hospitality Services Pvt. Ltd,,"₹3,00,000 - ₹5,00,000 a year"
O365 Admin - 4 to 6 Years - Bangalore,Capgemini,,
Billing Executive,Sun Telematics Pvt Ltd,,"₹20,000 - ₹25,000 a month"
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka","₹1,44,000 a year"
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Mathematicians,ITI Limited,,"₹6,50,000 a year"
L 1 - Support,Navviti Consulting and Technologies,,
Purchase Executive,Kids Clinic India Pvt Ltd,,
Urgent openings for Apple Laptop technicians,Ciel HR Services Pvt Ltd,,"₹25,000 - ₹30,000 a month"
Claims Representative Associate,UnitedHealth Group,,
HRBP,ZAPR,,
Soft Services Executive,JLL,,
Accounts Executive,TYNIMO LIFE STYLE,,
Warehouse Executive,Tyremarket.com,,
Executive Assistant,Kimberly-Clark,,
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka","₹1,44,000 a year"
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
AGM Bangalore OYO Home,oyorooms.com,,
Sales Executive - B2C,Toppr,,"₹25,000 - ₹40,000 a month"
BIKE INSPECTION JOB,Graphite Enterprises,,"₹18,500 - ₹21,000 a month"
Sr. Sales Executive,Northerly Automotive Solutions Pvt.Ltd. (gobumpr.c...,,"₹15,000 - ₹30,000 a month"
Graphic Designer - Photoshop/ Illustrator,Vibrant-info,,"₹2,00,000 - ₹4,00,000 a year"
Care Coordinator (OP) - Operations,Apollo Hospitals,,
Auto Claim Insurance,Boaats Corporate Solutions,,"₹5,00,000 a year"
Front end SDE1 - Merchant Performance Team,"Groupon, Inc.",,
Purchase & Basic Accounts,Aura Airtechnics,,"₹8,000 - ₹18,000 a month"
Facilities Coordinator,JLL,,
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka","₹1,44,000 a year"
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Cashier,Fabindia Private Limited,,"₹12,000 - ₹16,000 a month"
Operation Admin,Alethea Communications Technologies,,
MIS Executive,SSSPL,,
Sales and Marketing,Event U Rox,,"₹30,000 - ₹45,000 a month"
Reception cum Billing executive - bangalore,DS Placement Services Private Limited,,
Media Activation Executive,Essence,,
Heathrow: Baggage DNA: ETL Testing (C1) Replacement_STD-5483,Capgemini,,
Service Desk,Cognizant,,
Security Officer,JLL,,
Cook/Kitchen Hand,FOOD PANDA,,"₹18,000 - ₹29,000 a month"
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka","₹1,44,000 a year"
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Retail Store Officer,Geographical Indications Tagged World Premium Prod...,,"₹12,000 - ₹16,000 a month"
Wintel Admin,IBEON INFOTECH,,
Client Servicing Executive,Route To Market Media India Pvt Ltd,,
Peopleosft FSCM TechnoFunctional// 12 to 16yrs//bangalore,Capgemini,,
SQL*Server Administrator,"Arrow Electronics, Inc.",,
digital officer,talendata technologies,,"₹16,000 - ₹20,000 a month"
Microbiologist,SAVA,,
FURNITURE CARPENTERS / ASSEMBLERS,ENGIWOOD FURNITURE SOLUTIONS,,"₹15,000 - ₹20,000 a month"
Interior Designer,Desired Designs,,"₹15,000 - ₹25,000 a month"
Jira Administrator,Cotocus,,
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka","₹1,44,000 a year"
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Recruitment AN,Accenture,,
IT Field Technician,EOS,,
delivery boy,Black Magic Toners Pvt Ltd,,"₹10,000 - ₹15,000 a month"
Sales & Marketing Executive,Fateh Stones International Pvt Ltd,,"₹25,000 - ₹40,000 a month"
Data Entry Operator,CHINMAYA MISSION HOSPITAL,,"₹11,000 - ₹12,000 a month"
Customer Service Representative,GENIUS CONSULTING,,"₹15,000 - ₹30,000 a month"
System/Network Administrator,GSN Games,,
Client Servicing Executive,Mindblue,,
Customer Care Voice,"Mirable Health Services,Humain Health,",,"₹15,000 - ₹35,000 a month"
Associate 1,State Street,,
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka","₹1,44,000 a year"
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Admin Executive,TeamLease Digital Private Ltd.,,"₹30,000 - ₹55,000 a month"
Image Processing (Python) Internship,Gifto Retail Technologies,,"₹6,000 - ₹8,000 a month"
Academic Coordinator,New Age Knowledge Solutions Ltd,,"₹35,000 - ₹40,000 a year"
Administrative Assistant,M Panigrahi & Co,,"₹10,000 - ₹15,000 a month"
SketchUp Modeller,Adebeo Solutions Pvt. Ltd,,"₹18,000 - ₹25,000 a month"
Graphic Designer,Round The Clock Innovations Pvt. Ltd,,"₹15,000 - ₹25,000 a month"
Finance Associate,MSS Payments,,
Back Office Executive,Bgvonline,,"₹10,000 - ₹15,000 a month"
Marketing Associate,Terrenum Homes India Pvt Ltd,,"₹35,000 - ₹40,000 a month"
Surveillance Officer,Deutsche Bank,,
Professional Copy Writer,CHAKRA DIGITAL,"Bengaluru, Karnataka",
Assistant Administrator,"Euro Kids, R T Nagar","R. T. Nagar, Bengaluru, Karnataka","₹1,44,000 a year"
Personalized Internet Assessor Kannada Language,Lionbridge,"Bengaluru, Karnataka",
Surveillance Officer,Deutsche Bank,,
Customer Support Associate,Your Pitchh,,"₹2,00,000 - ₹3,00,000 a year"
Accounts Assistant/Officer Accounts,Prestige Estates Projects,,
Customer Support Executive,Quick Ride,,
JDE Support,GLOINNT,,
Customer Service Associate for Helpdesk,Campus Technology,,"₹1,20,000 - ₹2,40,000 a year"
Customer Service - Sales CRE,TATA Capital,,
PIFS_IFRS_Associate Director_3,EY,,
Project Coordinator,Connecting the Dots,,
Loan Cashiering & Investor Associate Accounting,DXC,,
